"","Zomato.address","Zomato.name","Zomato.online_order","Zomato.book_table","Zomato.rate","Zomato.votes","Zomato.location","Zomato.approx_cost.for.two.people.","Zomato.RestoCOde"
"4732","Near Shoe Corner, Begur Main Road, Bommanahalli, Bangalore, Bengaluru","Biryani Point","No","No",3.2,7,"Bommanahalli","250","Near Shoe Corner, Begur Main Road, Bommanahalli, Bangalore, BengaluruBiryani Point"
"4733","117, 1st Main, KSRTC Layout, 9th Cross, 2nd Phase, JP Nagar, Bangalore","Kakal-Kai Ruchi","No","No",3.8,89,"JP Nagar","400","117, 1st Main, KSRTC Layout, 9th Cross, 2nd Phase, JP Nagar, BangaloreKakal-Kai Ruchi"
"4734","202, 17th 'E' Main, KHB Colony, Koramangala 5th Block, Bangalore","Sulaimani Chai","No","No",3.8,21,"Koramangala 5th Block","100","202, 17th 'E' Main, KHB Colony, Koramangala 5th Block, BangaloreSulaimani Chai"
"4735","5/2, CL Layout, DRC Post, Near Christ College, Hosur Road, Bangalore","Khan Saheb Grills and Rolls","Yes","No",3.8,62,"Hosur Road","350","5/2, CL Layout, DRC Post, Near Christ College, Hosur Road, BangaloreKhan Saheb Grills and Rolls"
"4736","24/2, Near Taste Of Rampur, Koramangala 5th Block, Bangalore","Sri Ganesh Juice Corner","No","No",3,9,"Koramangala 5th Block","150","24/2, Near Taste Of Rampur, Koramangala 5th Block, BangaloreSri Ganesh Juice Corner"
"4737","Taj West End, Race Course Road, Bangalore","Mynt - The Taj West End","No","Yes",4.1,339,"Race Course Road","2,500","Taj West End, Race Course Road, BangaloreMynt - The Taj West End"
"4738","44, Young Island Comforst, Millers Road, Vasanth Nagar, Bangalore","Coastal Creek","No","No",3.3,13,"Vasanth Nagar","600","44, Young Island Comforst, Millers Road, Vasanth Nagar, BangaloreCoastal Creek"
"4739","Ground Floor, Prestige RR Building, Church Street, Bangalore","Starbucks","No","No",4.1,526,"Church Street","700","Ground Floor, Prestige RR Building, Church Street, BangaloreStarbucks"
"4740","23/2, Vittal Mallya Road, Opposite UB City, Lavelle Road, Bangalore","Cafe Coffee Day The Square","No","No",4.1,388,"Lavelle Road","1,100","23/2, Vittal Mallya Road, Opposite UB City, Lavelle Road, BangaloreCafe Coffee Day The Square"
"4741","32, Ground Floor, Grace Arcade, Miller Tank Bund Road, Kaveriappa Layout, Vasanth Nagar, Bangalore","BanBay","No","No",4,44,"Vasanth Nagar","1,100","32, Ground Floor, Grace Arcade, Miller Tank Bund Road, Kaveriappa Layout, Vasanth Nagar, BangaloreBanBay"
"4742","Skywalk, 5/1, Near Body Craft, Assaye Road, Ulsoor, Bangalore","Smally's Resto Cafe","Yes","Yes",4.1,1852,"Ulsoor","650","Skywalk, 5/1, Near Body Craft, Assaye Road, Ulsoor, BangaloreSmally's Resto Cafe"
"4743","2/13, Ground Floor, Rehinus Street, Opposite Hockey Stadium, Shanti Nagar, Bangalore","Domino's Pizza","Yes","No",3.7,266,"Shanti Nagar","400","2/13, Ground Floor, Rehinus Street, Opposite Hockey Stadium, Shanti Nagar, BangaloreDomino's Pizza"
"4744","Srinivasan Towers, ESI Hospital Road, Off Double Road, Indiranagar, Bangalore","Pathaan Sir","Yes","No",3.3,156,"Indiranagar","250","Srinivasan Towers, ESI Hospital Road, Off Double Road, Indiranagar, BangalorePathaan Sir"
"4745","1/1, Bluemoon Chambers, 10th Main Road, Vasanth Nagar, Bangalore","Sweet Truth","Yes","No",3.7,21,"Vasanth Nagar","500","1/1, Bluemoon Chambers, 10th Main Road, Vasanth Nagar, BangaloreSweet Truth"
"4746","Ground Floor, Lido Mall, Swami Vivekananda Road, Ulsoor, Bangalore","McDonald's","Yes","No",3.8,106,"Ulsoor","500","Ground Floor, Lido Mall, Swami Vivekananda Road, Ulsoor, BangaloreMcDonald's"
"4747","41, Shanthala Nagar, Church Street, Bangalore","Lassi Shop","No","No",3.9,32,"Church Street","200","41, Shanthala Nagar, Church Street, BangaloreLassi Shop"
"4748","67, Near Police Station, Commercial Street, Bangalore","Keventers","Yes","No",3.8,54,"Commercial Street","400","67, Near Police Station, Commercial Street, BangaloreKeventers"
"4749","II Floor, Padma Shree Building, 5th Main, 9th Cross, Jaya Mahal Extension, Near Frazer Town, Bangalore","Caferia","Yes","No",3.3,4,"Frazer Town","200","II Floor, Padma Shree Building, 5th Main, 9th Cross, Jaya Mahal Extension, Near Frazer Town, BangaloreCaferia"
"4750","322/1, 1st Floor, CMH Road, Indiranagar, Bangalore","Maravanthe","Yes","Yes",4.4,686,"Indiranagar","1,000","322/1, 1st Floor, CMH Road, Indiranagar, BangaloreMaravanthe"
"4751","1, Buddha Vihara Road, Cox Town, Frazer Town, Bangalore","Connie's Restaurant & SteakHouse","No","No",4.2,176,"Frazer Town","","1, Buddha Vihara Road, Cox Town, Frazer Town, BangaloreConnie's Restaurant & SteakHouse"
"4752","185, Deena Complex, Brigade Road, Bangalore","Hatti Kaapi","Yes","No",3.9,54,"Brigade Road","200","185, Deena Complex, Brigade Road, BangaloreHatti Kaapi"
"4753","54, Monarch Comforts Plaza, Ground Floor, Brigade Road, Bangalore","Subway","Yes","No",3.3,69,"Brigade Road","500","54, Monarch Comforts Plaza, Ground Floor, Brigade Road, BangaloreSubway"
"4754","Shop G2 (A), Ground Floor, Imperial Court, Cunningham Road, Bangalore","Kanti Sweets","Yes","No",3.6,20,"Cunningham Road","400","Shop G2 (A), Ground Floor, Imperial Court, Cunningham Road, BangaloreKanti Sweets"
"4755","3, Coles Road, Frazer Town, Bangalore","Mangalore pearl - Seafood Restaurant","Yes","No",4.3,1379,"Frazer Town","700","3, Coles Road, Frazer Town, BangaloreMangalore pearl - Seafood Restaurant"
"4756","Lido Mall, Ulsoor, Bangalore","Gelato Italiano","Yes","No",2.9,17,"Ulsoor","200","Lido Mall, Ulsoor, BangaloreGelato Italiano"
"4757","537, Robby Arcade, CMH Road, Indiranagar, Bangalore","Chung's Chinese Corner","Yes","No",2.7,283,"Indiranagar","700","537, Robby Arcade, CMH Road, Indiranagar, BangaloreChung's Chinese Corner"
"4758","50, Little Plaza, Cunningham Road, Bangalore","Chai Point","No","No",3.8,148,"Cunningham Road","250","50, Little Plaza, Cunningham Road, BangaloreChai Point"
"4759","#68, G1, 10th Main, 4th Cross, Indiranagar, Bengaluru","Fullyfilled","Yes","No",4,48,"Indiranagar","200","#68, G1, 10th Main, 4th Cross, Indiranagar, BengaluruFullyfilled"
"4760","89, Near BDA Complex, 11th Cross, 60 Feet Road, Off Double Road, Indiranagar, Bangalore","The Yogisthaan Cafe","Yes","No",4.2,1207,"Indiranagar","600","89, Near BDA Complex, 11th Cross, 60 Feet Road, Off Double Road, Indiranagar, BangaloreThe Yogisthaan Cafe"
"4761","46, Millers Road, Vasanth Nagar, Bangalore","Millers 46","No","Yes",4.4,2266,"Vasanth Nagar","1,100","46, Millers Road, Vasanth Nagar, BangaloreMillers 46"
"4762","44, Race Course Road, Bangalore","Samrat Restaurant","No","No",4.1,484,"Race Course Road","600","44, Race Course Road, BangaloreSamrat Restaurant"
"4763","Skywalk, 4th Floor, Near Body Craft, Assaye Road, Ulsoor, Bangalore","CAMP TANDOOR","Yes","No",3.7,15,"Ulsoor","300","Skywalk, 4th Floor, Near Body Craft, Assaye Road, Ulsoor, BangaloreCAMP TANDOOR"
"4764","St Germain School Building, Promanade Road, Near Coles Park, Frazer Town, Bangalore","Raidan Restaurant","No","No",3.9,169,"Frazer Town","600","St Germain School Building, Promanade Road, Near Coles Park, Frazer Town, BangaloreRaidan Restaurant"
"4765","68, Coles Road, Frazer Town, Bangalore","Nandhini Deluxe","No","No",3.6,196,"Frazer Town","600","68, Coles Road, Frazer Town, BangaloreNandhini Deluxe"
"4766","37, Ground Floor, Adams Corner, Coles Road, Frazer Town, Bangalore","Aroma Of Asia","No","No",3.9,49,"Frazer Town","400","37, Ground Floor, Adams Corner, Coles Road, Frazer Town, BangaloreAroma Of Asia"
"4767","33/1, Ground Floor, Imperial Court, Cunningham Road, Bangalore","Rolls On Wheels","No","No",3.7,61,"Cunningham Road","200","33/1, Ground Floor, Imperial Court, Cunningham Road, BangaloreRolls On Wheels"
"4768","9, Mota Chambers Millers Road Bangalore, Cunningham Road, Bangalore","Grand Spicy Restaurant","No","No",3.6,34,"Cunningham Road","700","9, Mota Chambers Millers Road Bangalore, Cunningham Road, BangaloreGrand Spicy Restaurant"
"4769","39/1,Mani Business Centre, Coles Road, Frazer Town, Bangalore","Lickity Garden","Yes","No",3.2,4,"Frazer Town","750","39/1,Mani Business Centre, Coles Road, Frazer Town, BangaloreLickity Garden"
"4770","7, First Cross, Nandi Durga Road, Jaymahal Extension, Frazer Town, Bangalore","China Hut","No","No",3.8,56,"Frazer Town","500","7, First Cross, Nandi Durga Road, Jaymahal Extension, Frazer Town, BangaloreChina Hut"
"4771","66, Coles Road, Frazer Town, Bangalore","Shanthi Sagar Deluxe","No","No",2.7,52,"Frazer Town","500","66, Coles Road, Frazer Town, BangaloreShanthi Sagar Deluxe"
"4772","15, MB Square, 1st Main Road, Vasanth Nagar, Bangalore","Spicy Restaurant","No","No",3,25,"Vasanth Nagar","400","15, MB Square, 1st Main Road, Vasanth Nagar, BangaloreSpicy Restaurant"
"4773","8th Main Road, Vasanth Nagar, Vasanth Nagar, Bangalore","Kinara Tiffany","No","No",3.6,15,"Vasanth Nagar","100","8th Main Road, Vasanth Nagar, Vasanth Nagar, BangaloreKinara Tiffany"
"4774","L-08, Skywalk Building, Assaye Road, Near Ulsoor Lake, Ulsoor, Bangalore","Painted Platters","No","No",3.9,38,"Ulsoor","300","L-08, Skywalk Building, Assaye Road, Near Ulsoor Lake, Ulsoor, BangalorePainted Platters"
"4775","28, 8th Cross, Vasanth Nagar, Bangalore","Little Paramount Restaurants","No","No",3.6,32,"Vasanth Nagar","400","28, 8th Cross, Vasanth Nagar, BangaloreLittle Paramount Restaurants"
"4776","Near Metro Station, MG Road, Bangalore","Goli Vada Pav NO.1","No","No",3.4,7,"MG Road","200","Near Metro Station, MG Road, BangaloreGoli Vada Pav NO.1"
"4777","25/2, Ground Floor, Miller Road, Vasanth Nagar, Bangalore","Baskin Robbins","No","No",3.1,17,"Vasanth Nagar","250","25/2, Ground Floor, Miller Road, Vasanth Nagar, BangaloreBaskin Robbins"
"4778","Kamaraj Road, Off, Commercial Street, Bangalore","Khan Saheb Grills and Rolls","Yes","No",3.9,185,"Commercial Street","350","Kamaraj Road, Off, Commercial Street, BangaloreKhan Saheb Grills and Rolls"
"4779","4/1 Walton Road Circle, Lavelle Road, Bangalore","Cafe Coffee Day","Yes","No",2.9,55,"Lavelle Road","650","4/1 Walton Road Circle, Lavelle Road, BangaloreCafe Coffee Day"
"4780","4/733, Behind Cauvery School, 10th Cross, 10th Main, 2nd Stage, Off 80 Feet Road, Indiranagar, Bangalore","Rotti Mane","Yes","No",3.6,21,"Indiranagar","200","4/733, Behind Cauvery School, 10th Cross, 10th Main, 2nd Stage, Off 80 Feet Road, Indiranagar, BangaloreRotti Mane"
"4781","98/5, Davis Road, Cooke Town, Frazer Town, Bangalore","Sunny Side Bistro","Yes","No",3.8,362,"Frazer Town","700","98/5, Davis Road, Cooke Town, Frazer Town, BangaloreSunny Side Bistro"
"4782","22, Saunders Road, Opposite Seventhday Adventist Hospital, Frazer Town, Bangalore","Chung Wah","Yes","No",3.9,194,"Frazer Town","800","22, Saunders Road, Opposite Seventhday Adventist Hospital, Frazer Town, BangaloreChung Wah"
"4783","2, Jayamahal Extension, 5th Main Road, Frazer Town, Bangalore","Ganesh Food Joint","Yes","No",3.7,30,"Frazer Town","200","2, Jayamahal Extension, 5th Main Road, Frazer Town, BangaloreGanesh Food Joint"
"4784","Meanee Avenue, Tank Road, Ulsoor, Bangalore","A2B - Adyar Ananda Bhavan","Yes","No",2.9,22,"Ulsoor","400","Meanee Avenue, Tank Road, Ulsoor, BangaloreA2B - Adyar Ananda Bhavan"
"4785","8th Main, Vasanth Nagar, Bangalore","Lazeez Xpress","Yes","No",3.4,11,"Vasanth Nagar","650","8th Main, Vasanth Nagar, BangaloreLazeez Xpress"
"4786","53, Railway Parallel Road, Empire Towers,Kumarapark West, Seshadripuram, Bangalore","Chowmein","Yes","No",4,279,"Seshadripuram","600","53, Railway Parallel Road, Empire Towers,Kumarapark West, Seshadripuram, BangaloreChowmein"
"4787","14, 12th Cross, Jayamahal Extension, Frazer Town, Bangalore","Arina's","No","No",3.3,5,"Frazer Town","250","14, 12th Cross, Jayamahal Extension, Frazer Town, BangaloreArina's"
"4788","48, Triump Tower, Church Street, Bangalore","Desi Vdesi","Yes","No",3.9,202,"Church Street","250","48, Triump Tower, Church Street, BangaloreDesi Vdesi"
"4789","192/1, Ground Floor, Second Cross, Rose Garden, Park Road, Jeevanhalli, Cox Town","Debby's Kitchen","Yes","No",3.6,16,"Frazer Town","250","192/1, Ground Floor, Second Cross, Rose Garden, Park Road, Jeevanhalli, Cox TownDebby's Kitchen"
"4790","48, Triumph Tower, Church Street, Bangalore","Baskin Robbins","Yes","No",3.5,36,"Church Street","250","48, Triumph Tower, Church Street, BangaloreBaskin Robbins"
"4791","24,Amphitheatre, UB City, Vittal Mallya Road, Lavelle Road, Bangalore","Keventers","No","No",3.9,89,"Lavelle Road","400","24,Amphitheatre, UB City, Vittal Mallya Road, Lavelle Road, BangaloreKeventers"
"4792","164, Chik Bazaar Road, Opposite Bus Stand, Shivajinagar, Bangalore","Sreeraj Lassi Bar","Yes","No",3.9,73,"Shivajinagar","150","164, Chik Bazaar Road, Opposite Bus Stand, Shivajinagar, BangaloreSreeraj Lassi Bar"
"4793","14, OTC Road, Near Dharmaraya Swamy Temple, Nagarthpet Road, Majestic, Bangalore","Sri Rama Vilas Sweets","No","No",3.8,30,"Majestic","150","14, OTC Road, Near Dharmaraya Swamy Temple, Nagarthpet Road, Majestic, BangaloreSri Rama Vilas Sweets"
"4794","3D, Wheeler Road, Frazer Town, Bangalore","KC Das - Sweet Bite","No","No",3.5,20,"Frazer Town","200","3D, Wheeler Road, Frazer Town, BangaloreKC Das - Sweet Bite"
"4795","51, Cunningham Road, Bangalore","Shilpa Gulati's Desserts","No","No",3.6,17,"Cunningham Road","600","51, Cunningham Road, BangaloreShilpa Gulati's Desserts"
"4796","Cantonment Railway Station, Frazer Town, Bangalore","The Bakery World","No","No",3.2,5,"Frazer Town","250","Cantonment Railway Station, Frazer Town, BangaloreThe Bakery World"
"4797","1st Floor, 30, Off M G Road, Opposite S.B.I. Bank, Church Street","Pizza Hut","Yes","No",3.7,39,"Church Street","750","1st Floor, 30, Off M G Road, Opposite S.B.I. Bank, Church StreetPizza Hut"
"4798","Skywalk, 4th Floor, Near Body Craft, Assaye Road, Ulsoor, Bangalore","Watson's","No","Yes",4.2,1428,"Ulsoor","1,300","Skywalk, 4th Floor, Near Body Craft, Assaye Road, Ulsoor, BangaloreWatson's"
"4799","37/3, Jayavani's Ishwerya Towers, Meanee Avenue Road, Ulsoor, Bangalore","A2B - Adyar Ananda Bhavan","Yes","No",3.6,42,"Ulsoor","400","37/3, Jayavani's Ishwerya Towers, Meanee Avenue Road, Ulsoor, BangaloreA2B - Adyar Ananda Bhavan"
"4800","Garuda Mall, Food court, 3rd Floor, 15, Magrath Road, Craig Park Layout, Ashok Nagar, Bangalore, MG Road, Bangalore","WOW Momo","Yes","No",3.5,6,"MG Road","400","Garuda Mall, Food court, 3rd Floor, 15, Magrath Road, Craig Park Layout, Ashok Nagar, Bangalore, MG Road, BangaloreWOW Momo"
"4801","10, M/S India Garage, Kasturba Road, MG Road, Bangalore","McDonald's","Yes","No",3.9,115,"MG Road","500","10, M/S India Garage, Kasturba Road, MG Road, BangaloreMcDonald's"
"4802","111/4 and 8/2, Asha Gallery, Commercial Street, Bangalore","Burger King","Yes","No",3.9,645,"Commercial Street","600","111/4 and 8/2, Asha Gallery, Commercial Street, BangaloreBurger King"
"4803","Taj West End, Race Course Road, Bangalore","Blue Ginger - The Taj West End","No","Yes",4.4,514,"Race Course Road","3,200","Taj West End, Race Course Road, BangaloreBlue Ginger - The Taj West End"
"4804","Taj West End, Race Course Road, Bangalore","Masala Klub - The Taj West End","No","Yes",4.4,309,"Race Course Road","4,000","Taj West End, Race Course Road, BangaloreMasala Klub - The Taj West End"
"4805","Taj West End, Race Course Road, Bangalore","Blue Bar - The Taj West End","No","Yes",4,113,"Race Course Road","2,500","Taj West End, Race Course Road, BangaloreBlue Bar - The Taj West End"
"4806","High Point IV, Palace Ground, Race Course Road, Bangalore","Gangotree","No","No",3.8,50,"Race Course Road","150","High Point IV, Palace Ground, Race Course Road, BangaloreGangotree"
"4807","67, Coles Road, Frazer Town, Bangalore","Shahi Kabab","No","No",3.8,39,"Frazer Town","200","67, Coles Road, Frazer Town, BangaloreShahi Kabab"
"4808","25/1 A, Millers Road, Vasanth Nagar, Bangalore","Calcutta Chats","No","No",3.6,13,"Vasanth Nagar","200","25/1 A, Millers Road, Vasanth Nagar, BangaloreCalcutta Chats"
"4809","Cantonment Railway Station, Frazer Town, Bangalore","Halli Mane Food Court","No","No",3.5,11,"Frazer Town","100","Cantonment Railway Station, Frazer Town, BangaloreHalli Mane Food Court"
"4810","23, 8th Main, Vasanth Nagar, Bangalore","Calcutta Chats","No","No",3.5,17,"Vasanth Nagar","200","23, 8th Main, Vasanth Nagar, BangaloreCalcutta Chats"
"4811","Radha Regent Bengaluru, 110 C, Electronic City, Bangalore","Lobby Cafe - Radha Regent","No","Yes",3.7,177,"Electronic City","1,200","Radha Regent Bengaluru, 110 C, Electronic City, BangaloreLobby Cafe - Radha Regent"
"4812","163, 2nd Floor, 1st Cross Road, Neeladri Nagar, Phase 1, Electronic City, Bangalore","The Big Barbeque","No","Yes",4.7,524,"Electronic City","1,500","163, 2nd Floor, 1st Cross Road, Neeladri Nagar, Phase 1, Electronic City, BangaloreThe Big Barbeque"
"4813","#154, Neeladri Main Road, Electronic City Phase 1, Above Unlimited Store, Doddathoguru, Electronic City, Bangalore","Fire Station","No","Yes",4.4,808,"Electronic City","1,200","#154, Neeladri Main Road, Electronic City Phase 1, Above Unlimited Store, Doddathoguru, Electronic City, BangaloreFire Station"
"4814","94, Neeladri Nagar, 14th Cross Neeladri Main Road, Doddathogur, Electronic City, Bangalore","Barbeque Nation","No","Yes",4.3,1147,"Electronic City","1,600","94, Neeladri Nagar, 14th Cross Neeladri Main Road, Doddathogur, Electronic City, BangaloreBarbeque Nation"
"4815","Sy No: 54/2 ( Old Sy no 54 ), Above BATA showroom Bommasandra Village, Attible Hobbli, Anekal Taluk, Bengaluru, Karnataka 560099","Onesta","Yes","Yes",4.5,860,"Electronic City","600","Sy No: 54/2 ( Old Sy no 54 ), Above BATA showroom Bommasandra Village, Attible Hobbli, Anekal Taluk, Bengaluru, Karnataka 560099Onesta"
"4816","Sai Vishram Business Hotel, 144 - C/1, Kirloskar Road, Bommasandra Industrial Estate, Hebbagodi, Electronic City, Bangalore","Time Traveller - Sai Vishram","Yes","No",4.2,882,"Electronic City","1,100","Sai Vishram Business Hotel, 144 - C/1, Kirloskar Road, Bommasandra Industrial Estate, Hebbagodi, Electronic City, BangaloreTime Traveller - Sai Vishram"
"4817","The Oterra, 43, Phase 1, Electronic City, Bangalore","24@43 - The Oterra","No","Yes",4.1,268,"Electronic City","3,000","The Oterra, 43, Phase 1, Electronic City, Bangalore24@43 - The Oterra"
"4818","Lemon Tree Hotel, 55 A, Hosur Main Road, Phase I, Electronic City, Bangalore","Citrus Cafe - Lemon Tree Hotel","No","Yes",3.9,285,"Electronic City","2,200","Lemon Tree Hotel, 55 A, Hosur Main Road, Phase I, Electronic City, BangaloreCitrus Cafe - Lemon Tree Hotel"
"4819","Keys Hotel, Opposite Live 100 Hospital, Hosur Road, Electronic City, Bangalore","Keys Cafe - Keys Hotel","No","No",3.8,115,"Electronic City","1,200","Keys Hotel, Opposite Live 100 Hospital, Hosur Road, Electronic City, BangaloreKeys Cafe - Keys Hotel"
"4820","Zone by The Park, 26/A, Phase 1, Electronic City, Bangalore","Bazaar - Zone By The Park","No","Yes",4,415,"Electronic City","1,400","Zone by The Park, 26/A, Phase 1, Electronic City, BangaloreBazaar - Zone By The Park"
"4821","Hotel Goyal Residency, 17-C Keonics, Opposite Symbiosis College, 1st Phase, Electronic City, Bangalore","Fishing Boat - Hotel Goyal Residency","Yes","Yes",3.9,418,"Electronic City","800","Hotel Goyal Residency, 17-C Keonics, Opposite Symbiosis College, 1st Phase, Electronic City, BangaloreFishing Boat - Hotel Goyal Residency"
"4822","Svenska Design Hotel, 56 D, Wipro Gate No 5, Electronic City 1, Electronic City, Bangalore","Soul Indian Specialty - Svenska Design Hotel","Yes","Yes",3.7,266,"Electronic City","2,000","Svenska Design Hotel, 56 D, Wipro Gate No 5, Electronic City 1, Electronic City, BangaloreSoul Indian Specialty - Svenska Design Hotel"
